計劃編號,計劃名稱,True Label,Predict Label,Predict Probability,First 5 Label,First 5 Probability
MP10802-0146,數據創新服務生態系推動計畫(4/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.977,AI、雲端、巨量資料;產業人才培育;晶片半導體;虛擬實境;數位轉型與智慧政府,0.977;0.003;0.003;0.003;0.002
CP1023-0048,生醫科技研發與驗證計畫(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;科研設施;工研院與A+,0.992;0.001;0.001;0.001;0.001
MP10501-0314,我國產業政策研究規劃及推動計畫(3/4),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;中小（堅）企業輔導;災害防救;創新創業;數位轉型與智慧政府,0.984;0.002;0.002;0.001;0.001
MP10704-0341,亞洲．矽谷試驗場域計畫(3/4),創新創業,創新創業,0.986,創新創業;農業;物聯網;政策規劃與推動;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10802-0020,再生水資源創新膜材及系統開發與驗證綱要計畫(4/4),化工材料與循環經濟,化工材料與循環經濟,0.973,化工材料與循環經濟;氣候變遷與減碳;水資源管理;農業;傳統產業高值化,0.973;0.003;0.002;0.002;0.002
MP10501-0218,校園無線網路環境建置計畫(原計畫名稱：校園雲端環境建置計畫)(4/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.986,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.986;0.002;0.002;0.001;0.001
MP10602-0181,產業永續發展計畫(2/4),氣候變遷與減碳,氣候變遷與減碳,0.982,氣候變遷與減碳;能源;化工材料與循環經濟;災害防救;食品安全與食品科技,0.982;0.003;0.002;0.002;0.002
MP10802-0038,創新循環綠建築環境科技計畫(2/4),氣候變遷與減碳,氣候變遷與減碳,0.983,氣候變遷與減碳;能源;災害防救;化工材料與循環經濟;環境監測與污染防治,0.983;0.003;0.002;0.002;0.002
MP10501-0231,加速行動寬頻服務及產業發展計畫(3/3)-建構相關APP行動商務與本土數位內容計畫,數位內容,數位內容,0.971,數位內容;網路通訊/4G/5G/5G+/6G;傳統產業高值化;水資源管理;產業人才培育,0.971;0.003;0.003;0.002;0.002
CP1023-0039,國家科技發展創新及前瞻策略先期推動計畫(1/1),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;災害防救;中小（堅）企業輔導;創新創業;數位轉型與智慧政府,0.984;0.002;0.002;0.001;0.001
MP10212-0220,基礎語文及多元文化能力培育計畫(1/4),校園人才培育,校園人才培育,0.971,校園人才培育;產業人才培育;人才補助與延攬;政策規劃與推動;網路通訊/4G/5G/5G+/6G,0.971;0.005;0.003;0.003;0.003
MP10704-0254,韌性防災與氣候變遷水環境風險評估研究(1/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP10704-0062,輻射災害防救與應變技術之研究發展(4/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;政策規劃與推動;氣候變遷與減碳;物聯網,0.991;0.002;0.001;0.001;0.001
CP10601-0007,跨虛實科技人文計算平台(2/4),AI、雲端、巨量資料;虛擬實境,AI、雲端、巨量資料;虛擬實境,0.946;0.849,AI、雲端、巨量資料;虛擬實境;物聯網;產業人才培育;中小（堅）企業輔導,0.946;0.849;0.047;0.015;0.013
MP10603-0047,健康雲跨領域研究:巨量健康資訊科技之研發與應用(4/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;工研院與A+;產業人才培育;科研設施,0.992;0.001;0.001;0.001;0.001
MP10301-0050,推動客家雲端服務暨建立基礎資料計畫(2/3),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;生技醫藥與精準醫療,0.987;0.002;0.001;0.001;0.001
MP1021-0030,生技醫藥國家型科技計畫-核心設施及產業推動(4/6),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10602-0188,建構臺灣海象及氣象災防環境服務系統(2/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP10602-0313,小型企業創新研發綱要計畫(SBIR)(2/4),創新創業,創新創業,0.987,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.987;0.002;0.002;0.002;0.001
CP10301-0028,台灣重要新興感染症研究(II)(1/5),防疫,防疫,0.977,防疫;產業人才培育;資安;政策規劃與推動;災害防救,0.977;0.002;0.002;0.002;0.002
MP10401-0209,生技蛋白藥開發四年計畫(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;文化,0.992;0.001;0.001;0.001;0.001
MP10401-0050,建築技術多元創新與推廣應用精進計畫(2/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;政策規劃與推動;物聯網,0.991;0.002;0.001;0.001;0.001
CP10501-0042,新竹科學工業園區業務推展(1/1),園區管理,園區管理,0.966,園區管理;產業人才培育;創新創業;災害防救;環境監測與污染防治,0.966;0.004;0.004;0.004;0.003
MP10602-0027,建築防火安全工程創新科技及應用研發計畫(4/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP10802-0115,給水與用水管理技術發展計畫(4/4),水資源管理,水資源管理,0.965,水資源管理;災害防救;化工材料與循環經濟;自動駕駛;AI、雲端、巨量資料,0.965;0.004;0.004;0.004;0.004
CP10902-0008,完善生醫生態體系創新發展計畫(4/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10602-0293,商業環境優化與產業創新推動計畫(1/1),中小（堅）企業輔導,中小（堅）企業輔導,0.979,中小（堅）企業輔導;產業人才培育;數位轉型與智慧政府;政策規劃與推動;創新創業,0.979;0.004;0.003;0.002;0.002
MP1022-0205,農業生技產業化之推動及輔導計畫(1/4),創新創業,創新創業,0.986,創新創業;政策規劃與推動;農業;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10402-0014,因應虛擬世界法規調適商業法制環境建置計畫(1/1),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;中小（堅）企業輔導;災害防救;數位轉型與智慧政府;創新創業,0.984;0.002;0.002;0.001;0.001
MP10609-0006,地價查估技術精進與實價登錄資料應用發展計畫(1/5),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;物聯網,0.987;0.002;0.002;0.001;0.001
MP10501-0454,深度減碳，邁向永續社會(1/4),氣候變遷與減碳,氣候變遷與減碳,0.981,氣候變遷與減碳;能源;化工材料與循環經濟;災害防救;食品安全與食品科技,0.981;0.003;0.002;0.002;0.002
MP10602-0093,食品產業多元化及加值應用研發綱要計畫(2/4),食品安全與食品科技,食品安全與食品科技,0.968,食品安全與食品科技;氣候變遷與減碳;農業;生技醫藥與精準醫療;化工材料與循環經濟,0.968;0.004;0.004;0.003;0.003
CP10703-0032,太空科技發展與服務計畫(1/4),太空/衛星,太空/衛星,0.941,太空/衛星;運輸載具;網路通訊/4G/5G/5G+/6G;海洋科技;智慧製造,0.941;0.006;0.006;0.005;0.005
MP10402-0043,產學育成加速卓越計畫(1/4),創新創業,創新創業,0.986,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10501-0013,發展小區域災害性天氣即時預報系統(3/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;政策規劃與推動;物聯網;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
MP10403-0003,105年度5家無線電視台數位頻道及公視HiHD頻道衛星上鏈計畫(1/1),文化,文化,0.973,文化;生技醫藥與精準醫療;數位內容;政策規劃與推動;科研計畫補助,0.973;0.003;0.002;0.002;0.002
MP1022-0290,產業運籌服務化推動計畫(4/4),電商與物流,電商與物流,0.975,電商與物流;智慧農業;數位轉型與智慧政府;農業;網路通訊/4G/5G/5G+/6G,0.975;0.004;0.003;0.003;0.002
MP10603-0005,智慧電子產業推動計畫(3/4),智慧顯示器,智慧顯示器,0.941,智慧顯示器;智慧製造;晶片半導體;科研計畫補助;能源,0.941;0.009;0.007;0.006;0.006
MP10704-0064,醫衛生命科技研究計畫(3/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;文化,0.992;0.001;0.001;0.001;0.001
CP10401-0052,研究船能量重建及海研五號事件緊急因應計畫(4/4),海洋科技,海洋科技,0.936,海洋科技;農業;太空/衛星;晶片半導體;災害防救,0.936;0.006;0.006;0.006;0.005
CP1023-0068,培育優秀學者及團隊計畫(4/4),人才補助與延攬,人才補助與延攬,0.968,人才補助與延攬;科研計畫補助;數位轉型與智慧政府;食品安全與食品科技;政策規劃與推動,0.968;0.004;0.004;0.004;0.004
MP10802-0267,小型企業創新研發綱要計畫(SBIR)(4/4),創新創業,創新創業,0.987,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.987;0.002;0.002;0.002;0.001
CP10703-0034,儀器科技發展計畫(1/4),科研設施,科研設施,0.974,科研設施;產業人才培育;資安;生技醫藥與精準醫療;中小（堅）企業輔導,0.974;0.003;0.003;0.002;0.002
MP1021-0121,原子能科技學術合作研究計畫(1/1),能源,能源,0.992,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.992;0.002;0.001;0.001;0.001
MP10902-0053,創新前瞻技術研究綱要計畫(3/4),工研院與A+,工研院與A+,0.937,工研院與A+;產業人才培育;生技醫藥與精準醫療;智慧製造;太空/衛星,0.937;0.009;0.008;0.007;0.007
MP10602-0058,原子能科技學術合作研究計畫(1/1),能源,能源,0.992,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.992;0.002;0.001;0.001;0.001
MP10707-0018,建構雲端服務及大數據運算平台計畫(2/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.976,AI、雲端、巨量資料;虛擬實境;產業人才培育;數位轉型與智慧政府;晶片半導體,0.976;0.003;0.003;0.003;0.003
MP1022-0242,標竿新產品創新研發輔導計畫(1/4),創新創業,創新創業,0.986,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10408-0020,加速行動寬頻服務及產業發展計畫(2/3)-故宮4G行動博物館,文化,文化,0.972,文化;生技醫藥與精準醫療;政策規劃與推動;數位內容;科研計畫補助,0.972;0.003;0.002;0.002;0.002
MP10501-0020,臺灣南段山區地下水資源調查(4/4),水資源管理,水資源管理,0.965,水資源管理;化工材料與循環經濟;災害防救;AI、雲端、巨量資料;自動駕駛,0.965;0.004;0.004;0.004;0.004
MP10906-0014,消防5G場域計畫(1/3),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.989,網路通訊/4G/5G/5G+/6G;災害防救;長照與社會福利;國家標準檢驗;AI、雲端、巨量資料,0.989;0.002;0.002;0.002;0.002
MP10707-0006,新媒體跨平台內容產製計畫(1/4),數位內容,數位內容,0.972,數位內容;網路通訊/4G/5G/5G+/6G;傳統產業高值化;文化;水資源管理,0.972;0.003;0.002;0.002;0.002
MP10903-0020,臺灣資安卓越深耕-先進網路鑑識計畫(1/4),資安,資安,0.96,資安;產業人才培育;網路通訊/4G/5G/5G+/6G;警政與法務;虛擬實境,0.96;0.008;0.007;0.005;0.004
MP10212-0016,104年服務業創新研發計畫(2/4),中小（堅）企業輔導,中小（堅）企業輔導,0.976,中小（堅）企業輔導;產業人才培育;創新創業;工研院與A+;政策規劃與推動,0.976;0.003;0.003;0.002;0.002
MP10902-0087,科技服務系統研發與實證加值綱要計畫(3/3),設計,設計,0.958,設計;數位內容;傳統產業高值化;政策規劃與推動;工研院與A+,0.958;0.006;0.005;0.005;0.004
CP10601-0008,中部科學工業園區業務推展計畫(1/1),園區管理,園區管理,0.966,園區管理;產業人才培育;災害防救;創新創業;環境監測與污染防治,0.966;0.004;0.004;0.004;0.003
MP1022-0195,食品科技發展綱要計畫(2/4),食品安全與食品科技,食品安全與食品科技,0.967,食品安全與食品科技;氣候變遷與減碳;農業;生技醫藥與精準醫療;化工材料與循環經濟,0.967;0.004;0.004;0.003;0.003
MP10401-0063,次世代醫用3D放射造影儀技術開發及應用(3/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
CP1023-0036,高速計算與網路應用研究計畫(1/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.976,AI、雲端、巨量資料;產業人才培育;虛擬實境;晶片半導體;數位轉型與智慧政府,0.976;0.003;0.003;0.003;0.002
MP10503-0003,加速行動寬頻服務及產業發展計畫(1/1)-因應4G 臨時通訊監察後端系統功能提昇專案,網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.985,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.985;0.002;0.001;0.001;0.001
MP10902-0170,建築工程技術發展與整合應用計畫(3/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;政策規劃與推動;物聯網,0.991;0.002;0.001;0.001;0.001
CP1023-0043,科技政策研究與知識庫服務計畫(1/4),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;災害防救;中小（堅）企業輔導;創新創業;數位轉型與智慧政府,0.984;0.002;0.002;0.001;0.001
MP10801-0048,健康福祉科技整合照護示範場域推動計畫(3/4),長照與社會福利,長照與社會福利,0.976,長照與社會福利;網路通訊/4G/5G/5G+/6G;生技醫藥與精準醫療;政策規劃與推動;智慧醫療,0.976;0.006;0.003;0.003;0.002
MP1022-0198,科技管理科技發展綱要計畫(2/4),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;災害防救;中小（堅）企業輔導;創新創業;數位轉型與智慧政府,0.985;0.002;0.002;0.002;0.001
CP1023-0047,生醫產業商品化人才培育計畫(1/2),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10602-0034,高齡者安全安心生活環境科技發展中程個案計畫(2/4),長照與社會福利,長照與社會福利,0.977,長照與社會福利;網路通訊/4G/5G/5G+/6G;生技醫藥與精準醫療;政策規劃與推動;智慧醫療,0.977;0.007;0.003;0.003;0.002
MP10401-0084,關鍵材料技術輔導與推廣計畫(4/4),化工材料與循環經濟,化工材料與循環經濟,0.974,化工材料與循環經濟;氣候變遷與減碳;農業;水資源管理;傳統產業高值化,0.974;0.003;0.003;0.003;0.002
MP10704-0191,國際合作科技發展綱要計畫(3/4),農業,農業,0.974,農業;電商與物流;能源;食品安全與食品科技;氣候變遷與減碳,0.974;0.003;0.003;0.003;0.003
MP10802-0097,精進放射性廢棄物貯存與處置安全管制技術發展(1/4),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.991;0.002;0.001;0.001;0.001
MP10603-0015,數據創新服務生態系推動計畫(2/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.976,AI、雲端、巨量資料;產業人才培育;晶片半導體;虛擬實境;數位轉型與智慧政府,0.976;0.003;0.003;0.002;0.002
MP10501-0374,特定地區群聚產業轉型升級計畫(4/4),中小（堅）企業輔導,中小（堅）企業輔導,0.978,中小（堅）企業輔導;產業人才培育;創新創業;數位轉型與智慧政府;政策規劃與推動,0.978;0.003;0.002;0.002;0.002
MP10704-0090,建立智慧化大型汽車鈑金模具試模中心之服務能量(1/3),運輸載具,運輸載具,0.962,運輸載具;傳統產業高值化;國防;災害防救;智慧交通,0.962;0.012;0.01;0.004;0.003
